ncrna_id,drug_id,disease_id,label,split_role,source_dataset
509,31,24,1,positive,dataset1
509,52,21,1,positive,dataset1
509,60,2,2,positive,dataset1
509,60,3,1,positive,dataset1
509,73,2,1,positive,dataset1
509,73,2,2,positive,dataset1
510,21,22,1,positive,dataset1
511,21,21,1,positive,dataset1
511,41,15,2,positive,dataset1
512,42,23,2,positive,dataset1
512,71,14,2,positive,dataset1
513,3,26,1,positive,dataset1
513,21,22,2,positive,dataset1
513,39,8,1,positive,dataset1
513,84,26,1,positive,dataset1
514,42,23,2,positive,dataset1
515,3,12,2,positive,dataset1
515,3,14,1,positive,dataset1
515,21,17,2,positive,dataset1
515,39,12,2,positive,dataset1
515,60,12,2,positive,dataset1
516,3,14,2,positive,dataset1
517,3,2,1,positive,dataset1
517,21,2,2,positive,dataset1
517,21,17,2,positive,dataset1
517,21,21,2,positive,dataset1
517,21,22,1,positive,dataset1
518,3,7,2,positive,dataset1
519,3,21,1,positive,dataset1
519,21,21,1,positive,dataset1
519,35,2,1,positive,dataset1
519,52,21,1,positive,dataset1
520,3,12,2,positive,dataset1
521,60,22,2,positive,dataset1
522,42,23,1,positive,dataset1
523,3,7,2,positive,dataset1
523,3,14,2,positive,dataset1
523,58,5,2,positive,dataset1
524,3,21,2,positive,dataset1
524,21,21,2,positive,dataset1
524,68,21,2,positive,dataset1
525,39,8,1,positive,dataset1
526,60,22,1,positive,dataset1
527,3,2,1,positive,dataset1
527,21,26,1,positive,dataset1
528,3,26,2,positive,dataset1
528,21,21,2,positive,dataset1
528,60,21,2,positive,dataset1
529,5,10,2,positive,dataset1
530,1,26,1,positive,dataset1
530,3,5,1,positive,dataset1
530,3,13,1,positive,dataset1
530,3,18,1,positive,dataset1
530,31,15,1,positive,dataset1
530,35,5,1,positive,dataset1
530,35,18,1,positive,dataset1
531,60,17,2,positive,dataset1
532,71,12,2,positive,dataset1
533,3,26,1,positive,dataset1
533,39,6,2,positive,dataset1
533,58,6,2,positive,dataset1
533,84,26,1,positive,dataset1
534,1,26,1,positive,dataset1
534,21,16,1,positive,dataset1
534,21,22,2,positive,dataset1
534,35,2,2,positive,dataset1
534,42,23,2,positive,dataset1
534,84,16,1,positive,dataset1
535,81,22,1,positive,dataset1
536,75,10,2,positive,dataset1
537,3,26,1,positive,dataset1
537,84,26,1,positive,dataset1
538,42,23,2,positive,dataset1
539,42,23,2,positive,dataset1
540,42,23,2,positive,dataset1
541,21,22,2,positive,dataset1
541,73,2,1,positive,dataset1
542,42,23,1,positive,dataset1
543,39,6,1,positive,dataset1
544,42,23,1,positive,dataset1
545,3,2,2,positive,dataset1
545,73,2,2,positive,dataset1
546,1,26,1,positive,dataset1
546,31,2,1,positive,dataset1
546,42,23,2,positive,dataset1
547,42,23,2,positive,dataset1
548,21,15,1,positive,dataset1
549,3,7,2,positive,dataset1
549,3,14,2,positive,dataset1
549,21,8,1,positive,dataset1
549,21,9,1,positive,dataset1
549,25,7,2,positive,dataset1
549,31,9,1,positive,dataset1
549,35,2,1,positive,dataset1
549,42,23,1,positive,dataset1
549,65,7,2,positive,dataset1
549,84,7,2,positive,dataset1
550,39,8,1,positive,dataset1
551,42,23,2,positive,dataset1
552,39,26,1,positive,dataset1
553,39,26,1,positive,dataset1
554,42,23,1,positive,dataset1
555,39,26,1,positive,dataset1
556,42,23,2,positive,dataset1
557,42,23,1,positive,dataset1
558,3,9,1,positive,dataset1
558,42,23,1,positive,dataset1
559,41,17,2,positive,dataset1
560,35,2,1,positive,dataset1
560,72,25,1,positive,dataset1
561,3,14,2,positive,dataset1
562,3,2,2,positive,dataset1
562,60,2,2,positive,dataset1
563,39,26,1,positive,dataset1
564,54,2,2,positive,dataset1
565,35,2,1,positive,dataset1
565,41,15,1,positive,dataset1
566,75,16,1,positive,dataset1
567,21,18,2,positive,dataset1
568,3,2,2,positive,dataset1
568,21,22,1,positive,dataset1
569,21,22,2,positive,dataset1
569,60,22,1,positive,dataset1
570,21,21,2,positive,dataset1
570,21,26,1,positive,dataset1
571,35,2,1,positive,dataset1
572,21,16,2,positive,dataset1
572,21,26,1,positive,dataset1
573,3,26,1,positive,dataset1
573,39,5,2,positive,dataset1
573,49,26,2,positive,dataset1
573,54,0,2,positive,dataset1
573,71,12,1,positive,dataset1
573,84,26,1,positive,dataset1
574,64,4,1,positive,dataset1
575,3,14,2,positive,dataset1
575,3,26,2,positive,dataset1
575,21,17,1,positive,dataset1
575,21,26,2,positive,dataset1
575,39,26,2,positive,dataset1
575,53,26,2,positive,dataset1
576,3,7,2,positive,dataset1
576,12,19,2,positive,dataset1
576,21,6,2,positive,dataset1
576,21,16,2,positive,dataset1
576,21,26,2,positive,dataset1
576,34,23,2,positive,dataset1
576,39,6,2,positive,dataset1
576,42,23,2,positive,dataset1
576,60,22,1,positive,dataset1
576,75,10,1,positive,dataset1
576,84,7,2,positive,dataset1
576,84,16,2,positive,dataset1
576,84,26,2,positive,dataset1
577,54,2,2,positive,dataset1
578,39,26,1,positive,dataset1
579,21,10,2,positive,dataset1
580,39,26,1,positive,dataset1
581,31,22,1,positive,dataset1
582,3,2,2,positive,dataset1
582,3,12,2,positive,dataset1
582,3,14,2,positive,dataset1
582,21,12,2,positive,dataset1
582,21,16,2,positive,dataset1
582,21,17,1,positive,dataset1
582,21,22,1,positive,dataset1
582,21,26,2,positive,dataset1
582,35,2,1,positive,dataset1
582,39,12,1,positive,dataset1
582,60,2,2,positive,dataset1
582,73,2,2,positive,dataset1
583,52,6,1,positive,dataset1
584,1,5,1,positive,dataset1
584,58,6,2,positive,dataset1
585,41,17,2,positive,dataset1
586,3,26,2,positive,dataset1
586,21,26,2,positive,dataset1
586,39,26,2,positive,dataset1
586,84,26,2,positive,dataset1
587,21,22,1,positive,dataset1
587,21,22,2,positive,dataset1
588,42,23,2,positive,dataset1
589,39,26,1,positive,dataset1
590,21,16,1,positive,dataset1
591,3,14,1,positive,dataset1
591,21,15,2,positive,dataset1
592,3,14,1,positive,dataset1
593,3,14,1,positive,dataset1
594,31,22,1,positive,dataset1
595,3,22,1,positive,dataset1
596,35,2,1,positive,dataset1
597,35,2,1,positive,dataset1
598,39,6,2,positive,dataset1
599,21,2,2,positive,dataset1
600,21,26,2,positive,dataset1
600,39,26,2,positive,dataset1
601,17,4,2,positive,dataset1
602,3,0,1,positive,dataset1
603,3,14,2,positive,dataset1
604,3,7,1,positive,dataset1
604,25,7,1,positive,dataset1
604,65,7,1,positive,dataset1
604,84,7,1,positive,dataset1
605,3,22,1,positive,dataset1
605,21,22,1,positive,dataset1
606,39,6,1,positive,dataset1
606,58,6,1,positive,dataset1
607,3,26,2,positive,dataset1
607,60,2,1,positive,dataset1
608,3,5,2,positive,dataset1
609,54,2,1,positive,dataset1
609,60,2,1,positive,dataset1
610,35,2,1,positive,dataset1
611,21,26,2,positive,dataset1
612,39,26,1,positive,dataset1
613,21,8,1,positive,dataset1
613,45,0,1,positive,dataset1
614,21,17,1,positive,dataset1
615,42,23,1,positive,dataset1
616,21,22,1,positive,dataset1
616,35,2,1,positive,dataset1
617,39,6,2,positive,dataset1
618,41,16,2,positive,dataset1
619,35,2,1,positive,dataset1
620,39,8,1,positive,dataset1
621,39,8,1,positive,dataset1
622,21,22,2,positive,dataset1
623,60,2,2,positive,dataset1
624,3,13,1,positive,dataset1
625,3,2,1,positive,dataset1
626,73,2,1,positive,dataset1
627,42,23,2,positive,dataset1
628,3,2,1,positive,dataset1
629,39,6,2,positive,dataset1
630,84,5,1,positive,dataset1
631,68,1,1,positive,dataset1
631,84,5,1,positive,dataset1
632,31,2,1,positive,dataset1
632,60,2,1,positive,dataset1
632,79,2,1,positive,dataset1
633,39,6,2,positive,dataset1
634,42,23,1,positive,dataset1
634,60,22,1,positive,dataset1
635,3,12,1,positive,dataset1
635,72,2,2,positive,dataset1
636,3,12,1,positive,dataset1
636,21,26,1,positive,dataset1
636,60,26,1,positive,dataset1
637,60,22,1,positive,dataset1
638,21,22,2,positive,dataset1
639,3,14,2,positive,dataset1
640,21,14,1,positive,dataset1
640,21,26,1,positive,dataset1
640,71,14,1,positive,dataset1
641,42,23,2,positive,dataset1
642,39,26,1,positive,dataset1
643,39,26,1,positive,dataset1
644,3,14,2,positive,dataset1
645,3,14,1,positive,dataset1
646,60,22,1,positive,dataset1
647,39,26,2,positive,dataset1
648,3,14,2,positive,dataset1
648,21,22,1,positive,dataset1
649,58,6,1,positive,dataset1
650,72,25,1,positive,dataset1
651,79,2,1,positive,dataset1
652,4,2,2,positive,dataset1
652,21,17,1,positive,dataset1
652,41,15,1,positive,dataset1
652,49,2,2,positive,dataset1
652,55,2,2,positive,dataset1
652,60,22,2,positive,dataset1
653,12,19,2,positive,dataset1
654,3,26,1,positive,dataset1
654,21,26,1,positive,dataset1
655,3,14,2,positive,dataset1
655,3,22,2,positive,dataset1
655,18,22,2,positive,dataset1
655,21,22,2,positive,dataset1
655,60,20,2,positive,dataset1
655,75,10,1,positive,dataset1
656,3,14,2,positive,dataset1
657,80,2,1,positive,dataset1
658,21,2,2,positive,dataset1
658,21,8,1,positive,dataset1
658,21,17,1,positive,dataset1
658,31,2,2,positive,dataset1
659,3,14,2,positive,dataset1
660,54,2,1,positive,dataset1
661,3,14,2,positive,dataset1
662,42,23,1,positive,dataset1
663,3,2,2,positive,dataset1
663,21,2,2,positive,dataset1
664,21,21,1,positive,dataset1
664,21,22,1,positive,dataset1
665,60,22,1,positive,dataset1
665,84,26,2,positive,dataset1
666,31,15,2,positive,dataset1
667,60,22,1,positive,dataset1
668,28,4,1,positive,dataset1
669,21,8,1,positive,dataset1
669,39,8,1,positive,dataset1
670,73,2,1,positive,dataset1
671,84,5,1,positive,dataset1
672,0,5,1,positive,dataset1
672,84,5,1,positive,dataset1
673,39,12,1,positive,dataset1
673,58,12,1,positive,dataset1
673,63,12,1,positive,dataset1
674,39,12,1,positive,dataset1
674,58,12,1,positive,dataset1
674,63,12,1,positive,dataset1
675,39,12,1,positive,dataset1
675,58,12,1,positive,dataset1
675,63,12,1,positive,dataset1
676,3,26,1,positive,dataset1
676,21,3,1,positive,dataset1
676,58,12,1,positive,dataset1
676,84,26,1,positive,dataset1
677,3,14,2,positive,dataset1
677,21,22,2,positive,dataset1
678,3,2,2,positive,dataset1
679,21,8,1,positive,dataset1
680,35,2,1,positive,dataset1
681,3,2,1,positive,dataset1
681,3,2,2,positive,dataset1
681,3,12,2,positive,dataset1
682,39,6,2,positive,dataset1
683,3,2,1,positive,dataset1
684,39,26,1,positive,dataset1
685,3,14,1,positive,dataset1
686,41,17,1,positive,dataset1
687,3,2,2,positive,dataset1
688,21,22,1,positive,dataset1
689,3,14,1,positive,dataset1
690,21,10,2,positive,dataset1
690,21,22,2,positive,dataset1
690,41,17,1,positive,dataset1
690,60,22,2,positive,dataset1
690,73,2,1,positive,dataset1
691,21,26,2,positive,dataset1
691,39,6,2,positive,dataset1
692,39,6,2,positive,dataset1
693,21,26,1,positive,dataset1
694,39,26,1,positive,dataset1
695,3,14,1,positive,dataset1
696,35,2,1,positive,dataset1
697,3,14,1,positive,dataset1
698,3,14,1,positive,dataset1
699,3,14,1,positive,dataset1
700,3,14,1,positive,dataset1
701,3,14,1,positive,dataset1
702,21,8,1,positive,dataset1
702,73,2,1,positive,dataset1
703,21,17,2,positive,dataset1
703,42,23,1,positive,dataset1
704,84,5,1,positive,dataset1
705,21,8,1,positive,dataset1
706,3,2,1,positive,dataset1
706,21,22,1,positive,dataset1
706,21,22,2,positive,dataset1
707,21,2,1,positive,dataset1
708,3,14,1,positive,dataset1
709,3,14,1,positive,dataset1
710,3,14,1,positive,dataset1
710,39,8,1,positive,dataset1
710,60,17,2,positive,dataset1
711,39,26,1,positive,dataset1
712,72,25,1,positive,dataset1
713,21,8,2,positive,dataset1
713,39,6,2,positive,dataset1
714,39,6,1,positive,dataset1
714,58,6,1,positive,dataset1
714,60,15,1,positive,dataset1
715,1,26,1,positive,dataset1
715,3,1,1,positive,dataset1
715,3,13,1,positive,dataset1
715,3,13,2,positive,dataset1
715,3,14,1,positive,dataset1
715,21,1,1,positive,dataset1
715,21,15,2,positive,dataset1
715,31,15,1,positive,dataset1
716,21,16,2,positive,dataset1
717,21,26,1,positive,dataset1
718,3,7,1,positive,dataset1
718,25,7,1,positive,dataset1
718,65,7,1,positive,dataset1
718,84,7,1,positive,dataset1
719,1,26,1,positive,dataset1
719,31,22,1,positive,dataset1
719,60,22,1,positive,dataset1
720,3,26,1,positive,dataset1
720,21,8,1,positive,dataset1
720,39,8,1,positive,dataset1
720,84,26,1,positive,dataset1
721,3,2,2,positive,dataset2
721,3,22,1,positive,dataset2
721,3,26,2,positive,dataset2
721,21,17,2,positive,dataset2
721,21,22,1,positive,dataset2
721,21,22,2,positive,dataset2
721,21,47,2,positive,dataset2
721,29,48,1,positive,dataset2
721,39,5,1,positive,dataset2
721,39,6,2,positive,dataset2
721,40,2,1,positive,dataset2
721,41,6,2,positive,dataset2
721,41,15,2,positive,dataset2
721,41,17,2,positive,dataset2
721,47,38,1,positive,dataset2
721,58,6,1,positive,dataset2
721,60,17,2,positive,dataset2
721,73,2,1,positive,dataset2
721,83,18,2,positive,dataset2
721,84,26,2,positive,dataset2
721,89,2,2,positive,dataset2
721,96,6,2,positive,dataset2
722,1,26,1,positive,dataset2
722,3,2,1,positive,dataset2
722,3,2,2,positive,dataset2
722,3,13,2,positive,dataset2
722,21,8,2,positive,dataset2
722,21,22,1,positive,dataset2
722,21,22,2,positive,dataset2
722,21,31,2,positive,dataset2
722,39,5,1,positive,dataset2
722,41,17,2,positive,dataset2
722,58,6,2,positive,dataset2
722,60,15,2,positive,dataset2
722,89,2,2,positive,dataset2
723,3,2,1,positive,dataset2
723,3,2,2,positive,dataset2
723,21,8,2,positive,dataset2
723,21,17,1,positive,dataset2
723,21,22,1,positive,dataset2
723,21,22,2,positive,dataset2
723,26,18,2,positive,dataset2
723,39,23,1,positive,dataset2
723,41,17,2,positive,dataset2
723,42,23,1,positive,dataset2
723,47,38,1,positive,dataset2
723,56,22,2,positive,dataset2
723,58,6,2,positive,dataset2
723,60,17,2,positive,dataset2
723,60,22,2,positive,dataset2
723,73,2,1,positive,dataset2
723,73,2,2,positive,dataset2
723,74,24,2,positive,dataset2
723,89,2,2,positive,dataset2
724,21,22,1,positive,dataset2
724,31,24,2,positive,dataset2
724,74,24,2,positive,dataset2
725,3,2,1,positive,dataset2
725,3,2,2,positive,dataset2
725,3,6,2,positive,dataset2
725,3,21,2,positive,dataset2
725,3,26,2,positive,dataset2
725,3,30,1,positive,dataset2
725,21,2,1,positive,dataset2
725,21,17,1,positive,dataset2
725,21,17,2,positive,dataset2
725,21,21,2,positive,dataset2
725,21,22,1,positive,dataset2
725,21,22,2,positive,dataset2
725,21,23,2,positive,dataset2
725,21,30,1,positive,dataset2
725,21,30,2,positive,dataset2
725,21,31,2,positive,dataset2
725,21,35,1,positive,dataset2
725,21,49,2,positive,dataset2
725,21,50,2,positive,dataset2
725,22,17,1,positive,dataset2
725,26,18,1,positive,dataset2
725,31,2,1,positive,dataset2
725,31,15,2,positive,dataset2
725,31,24,1,positive,dataset2
725,31,24,2,positive,dataset2
725,35,6,2,positive,dataset2
725,35,30,1,positive,dataset2
725,39,6,1,positive,dataset2
725,39,26,2,positive,dataset2
725,40,2,1,positive,dataset2
725,41,15,2,positive,dataset2
725,41,17,2,positive,dataset2
725,42,23,2,positive,dataset2
725,42,29,1,positive,dataset2
725,42,49,2,positive,dataset2
725,52,41,2,positive,dataset2
725,54,2,2,positive,dataset2
725,58,6,1,positive,dataset2
725,58,6,2,positive,dataset2
725,60,2,1,positive,dataset2
725,60,2,2,positive,dataset2
725,60,6,2,positive,dataset2
725,60,17,2,positive,dataset2
725,60,22,2,positive,dataset2
725,60,24,1,positive,dataset2
725,71,12,1,positive,dataset2
725,73,2,2,positive,dataset2
725,83,18,1,positive,dataset2
725,83,18,2,positive,dataset2
725,84,5,1,positive,dataset2
725,84,6,2,positive,dataset2
725,84,26,2,positive,dataset2
725,89,2,2,positive,dataset2
725,90,6,2,positive,dataset2
725,98,18,1,positive,dataset2
725,98,18,2,positive,dataset2
725,100,17,1,positive,dataset2
726,3,12,1,positive,dataset2
726,3,12,2,positive,dataset2
726,3,21,1,positive,dataset2
726,12,19,2,positive,dataset2
726,12,21,2,positive,dataset2
726,21,17,2,positive,dataset2
726,21,22,2,positive,dataset2
726,21,25,1,positive,dataset2
726,21,26,2,positive,dataset2
726,21,49,2,positive,dataset2
726,21,51,1,positive,dataset2
726,31,24,2,positive,dataset2
726,39,5,2,positive,dataset2
726,39,12,2,positive,dataset2
726,39,23,2,positive,dataset2
726,41,17,2,positive,dataset2
726,42,23,2,positive,dataset2
726,42,29,2,positive,dataset2
726,42,49,2,positive,dataset2
726,54,2,1,positive,dataset2
726,58,6,2,positive,dataset2
726,58,12,2,positive,dataset2
726,60,15,2,positive,dataset2
726,60,17,2,positive,dataset2
726,60,24,2,positive,dataset2
726,68,21,1,positive,dataset2
726,71,12,2,positive,dataset2
726,73,2,2,positive,dataset2
726,75,28,2,positive,dataset2
726,84,5,1,positive,dataset2
726,84,26,2,positive,dataset2
726,97,0,1,positive,dataset2
726,101,6,2,positive,dataset2
727,3,2,2,positive,dataset2
727,89,2,2,positive,dataset2
728,21,26,1,positive,dataset2
728,73,2,1,positive,dataset2
729,21,22,2,positive,dataset2
730,31,2,1,positive,dataset2
731,21,17,2,positive,dataset2
731,21,22,2,positive,dataset2
731,21,26,2,positive,dataset2
731,21,42,1,positive,dataset2
731,26,18,1,positive,dataset2
731,31,2,1,positive,dataset2
731,31,24,1,positive,dataset2
731,39,6,1,positive,dataset2
731,39,26,2,positive,dataset2
731,41,17,2,positive,dataset2
731,60,22,2,positive,dataset2
731,66,12,2,positive,dataset2
731,71,12,1,positive,dataset2
731,73,2,1,positive,dataset2
731,83,18,1,positive,dataset2
731,101,6,2,positive,dataset2
732,31,2,1,positive,dataset2
732,60,2,1,positive,dataset2
732,103,26,1,positive,dataset2
733,3,2,1,positive,dataset2
733,3,2,2,positive,dataset2
733,3,22,1,positive,dataset2
733,3,26,1,positive,dataset2
733,21,2,1,positive,dataset2
733,21,10,2,positive,dataset2
733,21,12,2,positive,dataset2
733,21,17,1,positive,dataset2
733,21,17,2,positive,dataset2
733,21,22,1,positive,dataset2
733,21,22,2,positive,dataset2
733,21,26,1,positive,dataset2
733,28,17,2,positive,dataset2
733,29,48,1,positive,dataset2
733,35,2,2,positive,dataset2
733,39,6,1,positive,dataset2
733,39,23,1,positive,dataset2
733,39,26,1,positive,dataset2
733,41,10,2,positive,dataset2
733,41,17,1,positive,dataset2
733,41,17,2,positive,dataset2
733,42,23,1,positive,dataset2
733,58,6,1,positive,dataset2
733,58,6,2,positive,dataset2
733,60,15,2,positive,dataset2
733,60,17,2,positive,dataset2
733,60,22,1,positive,dataset2
733,73,2,2,positive,dataset2
733,75,28,2,positive,dataset2
733,84,26,1,positive,dataset2
734,21,15,2,positive,dataset2
734,95,17,2,positive,dataset2
735,18,22,2,positive,dataset2
735,75,28,1,positive,dataset2
735,95,17,2,positive,dataset2
736,3,2,1,positive,dataset2
736,21,5,1,positive,dataset2
736,21,17,1,positive,dataset2
736,21,17,2,positive,dataset2
736,21,22,1,positive,dataset2
736,21,52,2,positive,dataset2
736,29,48,1,positive,dataset2
736,39,5,1,positive,dataset2
736,39,6,2,positive,dataset2
736,41,17,1,positive,dataset2
736,41,17,2,positive,dataset2
736,42,23,1,positive,dataset2
736,58,6,2,positive,dataset2
736,60,2,1,positive,dataset2
736,60,2,2,positive,dataset2
736,60,17,2,positive,dataset2
736,60,24,2,positive,dataset2
736,71,5,1,positive,dataset2
736,71,12,1,positive,dataset2
736,73,2,2,positive,dataset2
736,75,28,2,positive,dataset2
736,104,5,1,positive,dataset2
737,3,2,2,positive,dataset2
737,3,26,2,positive,dataset2
737,15,21,2,positive,dataset2
737,21,6,1,positive,dataset2
737,21,8,2,positive,dataset2
737,21,17,1,positive,dataset2
737,21,17,2,positive,dataset2
737,21,22,2,positive,dataset2
737,21,26,2,positive,dataset2
737,21,42,2,positive,dataset2
737,35,21,2,positive,dataset2
737,39,5,1,positive,dataset2
737,39,26,2,positive,dataset2
737,47,38,1,positive,dataset2
737,56,22,2,positive,dataset2
737,58,6,1,positive,dataset2
737,60,2,2,positive,dataset2
737,60,17,2,positive,dataset2
737,60,22,2,positive,dataset2
737,60,26,2,positive,dataset2
737,62,17,2,positive,dataset2
737,71,12,1,positive,dataset2
737,73,2,1,positive,dataset2
737,83,18,2,positive,dataset2
737,95,17,1,positive,dataset2
737,98,18,2,positive,dataset2
737,105,12,2,positive,dataset2
737,106,12,2,positive,dataset2
738,21,26,1,positive,dataset2
738,95,17,2,positive,dataset2
739,3,12,1,positive,dataset2
739,21,15,2,positive,dataset2
739,21,42,2,positive,dataset2
739,42,23,1,positive,dataset2
739,58,6,1,positive,dataset2
739,75,28,2,positive,dataset2
739,95,17,2,positive,dataset2
740,3,0,1,positive,dataset2
740,3,2,1,positive,dataset2
740,3,2,2,positive,dataset2
740,3,26,1,positive,dataset2
740,6,0,2,positive,dataset2
740,21,2,1,positive,dataset2
740,21,12,2,positive,dataset2
740,21,17,1,positive,dataset2
740,21,17,2,positive,dataset2
740,21,22,1,positive,dataset2
740,21,23,2,positive,dataset2
740,21,30,1,positive,dataset2
740,21,35,1,positive,dataset2
740,39,6,2,positive,dataset2
740,41,17,2,positive,dataset2
740,42,23,1,positive,dataset2
740,42,23,2,positive,dataset2
740,58,6,1,positive,dataset2
740,60,17,2,positive,dataset2
740,60,22,1,positive,dataset2
740,60,22,2,positive,dataset2
740,60,24,2,positive,dataset2
740,71,12,1,positive,dataset2
740,73,2,2,positive,dataset2
740,75,28,1,positive,dataset2
740,89,2,2,positive,dataset2
740,90,17,1,positive,dataset2
740,95,17,2,positive,dataset2
740,99,24,2,positive,dataset2
741,95,17,2,positive,dataset2
742,3,6,1,positive,dataset2
742,35,6,1,positive,dataset2
742,42,23,1,positive,dataset2
742,60,6,1,positive,dataset2
742,84,6,1,positive,dataset2
742,90,6,1,positive,dataset2
742,95,17,2,positive,dataset2
742,97,0,2,positive,dataset2
743,3,2,2,positive,dataset2
743,3,6,1,positive,dataset2
743,6,0,2,positive,dataset2
743,21,2,1,positive,dataset2
743,21,10,1,positive,dataset2
743,21,17,1,positive,dataset2
743,21,22,2,positive,dataset2
743,21,26,2,positive,dataset2
743,21,35,1,positive,dataset2
743,21,49,1,positive,dataset2
743,35,6,1,positive,dataset2
743,39,6,1,positive,dataset2
743,39,6,2,positive,dataset2
743,39,26,1,positive,dataset2
743,41,17,1,positive,dataset2
743,42,23,1,positive,dataset2
743,42,23,2,positive,dataset2
743,42,49,1,positive,dataset2
743,58,6,1,positive,dataset2
743,60,2,1,positive,dataset2
743,60,6,1,positive,dataset2
743,60,17,2,positive,dataset2
743,60,22,1,positive,dataset2
743,60,24,2,positive,dataset2
743,71,12,1,positive,dataset2
743,73,2,1,positive,dataset2
743,74,24,2,positive,dataset2
743,83,18,1,positive,dataset2
743,83,18,2,positive,dataset2
743,84,6,1,positive,dataset2
743,89,2,2,positive,dataset2
743,90,6,1,positive,dataset2
743,95,17,2,positive,dataset2
743,97,0,1,positive,dataset2
743,98,18,1,positive,dataset2
743,98,18,2,positive,dataset2
743,99,24,2,positive,dataset2
744,58,6,2,positive,dataset2
744,83,18,2,positive,dataset2
744,98,18,2,positive,dataset2
745,58,6,2,positive,dataset2
746,21,26,1,positive,dataset2
747,21,22,1,positive,dataset2
747,21,26,1,positive,dataset2
747,26,18,2,positive,dataset2
747,39,6,2,positive,dataset2
747,39,26,1,positive,dataset2
747,42,23,1,positive,dataset2
747,60,17,2,positive,dataset2
748,21,22,1,positive,dataset2
748,21,35,1,positive,dataset2
748,58,6,2,positive,dataset2
748,60,17,1,positive,dataset2
748,71,12,1,positive,dataset2
749,21,26,2,positive,dataset2
749,21,49,2,positive,dataset2
749,31,24,2,positive,dataset2
749,42,49,2,positive,dataset2
749,58,6,1,positive,dataset2
749,58,6,2,positive,dataset2
749,83,18,1,positive,dataset2
749,98,18,1,positive,dataset2
750,21,26,2,positive,dataset2
750,58,6,1,positive,dataset2
750,58,6,2,positive,dataset2
750,83,18,1,positive,dataset2
750,98,18,1,positive,dataset2
751,95,17,1,positive,dataset2
752,60,32,1,positive,dataset2
753,58,6,2,positive,dataset2
753,60,32,1,positive,dataset2
753,75,28,2,positive,dataset2
754,12,19,1,positive,dataset2
754,21,6,2,positive,dataset2
754,39,23,1,positive,dataset2
754,40,2,1,positive,dataset2
754,42,23,1,positive,dataset2
754,54,2,1,positive,dataset2
754,58,6,1,positive,dataset2
754,58,6,2,positive,dataset2
754,60,17,1,positive,dataset2
754,71,12,2,positive,dataset2
754,73,2,1,positive,dataset2
754,97,0,2,positive,dataset2
755,75,28,2,positive,dataset2
756,42,23,2,positive,dataset2
756,60,17,2,positive,dataset2
756,60,24,1,positive,dataset2
756,83,18,2,positive,dataset2
756,98,18,2,positive,dataset2
757,31,37,2,positive,dataset2
758,42,23,1,positive,dataset2
758,58,6,2,positive,dataset2
759,12,19,1,positive,dataset2
759,21,26,2,positive,dataset2
759,47,38,2,positive,dataset2
759,58,6,1,positive,dataset2
759,58,6,2,positive,dataset2
759,84,6,1,positive,dataset2
760,42,23,2,positive,dataset2
760,83,18,1,positive,dataset2
760,98,18,1,positive,dataset2
761,21,23,1,positive,dataset2
761,40,2,2,positive,dataset2
761,42,23,2,positive,dataset2
761,60,37,1,positive,dataset2
761,71,12,2,positive,dataset2
762,21,25,2,positive,dataset2
762,40,2,1,positive,dataset2
762,72,25,2,positive,dataset2
763,42,23,1,positive,dataset2
763,58,6,2,positive,dataset2
764,3,12,2,positive,dataset2
764,3,53,1,positive,dataset2
764,12,19,1,positive,dataset2
764,12,53,1,positive,dataset2
764,21,12,1,positive,dataset2
764,21,12,2,positive,dataset2
764,39,5,2,positive,dataset2
764,39,6,1,positive,dataset2
764,39,12,1,positive,dataset2
764,39,12,2,positive,dataset2
764,39,26,2,positive,dataset2
764,40,2,1,positive,dataset2
764,41,15,2,positive,dataset2
764,58,6,1,positive,dataset2
764,58,6,2,positive,dataset2
764,58,12,2,positive,dataset2
764,60,12,2,positive,dataset2
764,71,12,1,positive,dataset2
764,71,12,2,positive,dataset2
764,84,12,2,positive,dataset2
765,3,26,2,positive,dataset2
765,21,26,2,positive,dataset2
765,39,26,2,positive,dataset2
765,47,38,2,positive,dataset2
765,58,6,1,positive,dataset2
765,84,26,2,positive,dataset2
766,12,19,2,positive,dataset2
766,60,24,2,positive,dataset2
767,21,17,2,positive,dataset2
767,21,23,1,positive,dataset2
767,21,35,1,positive,dataset2
767,26,18,2,positive,dataset2
767,41,17,2,positive,dataset2
767,60,17,1,positive,dataset2
767,73,2,2,positive,dataset2
767,83,18,2,positive,dataset2
768,47,38,2,positive,dataset2
768,58,5,2,positive,dataset2
768,58,6,1,positive,dataset2
768,71,12,2,positive,dataset2
769,95,17,1,positive,dataset2
770,26,18,1,positive,dataset2
770,40,2,1,positive,dataset2
770,42,23,2,positive,dataset2
770,54,2,1,positive,dataset2
770,60,17,1,positive,dataset2
770,71,12,2,positive,dataset2
770,83,18,1,positive,dataset2
771,71,12,2,positive,dataset2
772,3,12,2,positive,dataset2
772,39,23,1,positive,dataset2
772,42,23,1,positive,dataset2
772,58,6,2,positive,dataset2
772,71,12,2,positive,dataset2
772,73,2,2,positive,dataset2
773,3,12,1,positive,dataset2
774,3,2,2,positive,dataset2
774,24,2,2,positive,dataset2
774,26,18,1,positive,dataset2
774,60,17,1,positive,dataset2
774,83,18,1,positive,dataset2
775,21,26,2,positive,dataset2
