sample_id,ncrna_id,drug_id,disease_id,label,split_role,source_dataset
4343,958,21,23,1,positive,dataset2
4344,958,26,18,1,positive,dataset2
4345,958,31,2,1,positive,dataset2
4346,958,42,23,2,positive,dataset2
4347,958,60,17,1,positive,dataset2
4348,958,83,18,1,positive,dataset2
4349,958,83,18,2,positive,dataset2
4350,958,90,2,1,positive,dataset2
4351,959,3,2,1,positive,dataset2
4352,959,3,2,2,positive,dataset2
4353,959,21,22,1,positive,dataset2
4354,959,21,26,2,positive,dataset2
4355,959,21,35,1,positive,dataset2
4356,959,21,42,2,positive,dataset2
4357,959,30,19,2,positive,dataset2
4358,959,31,2,1,positive,dataset2
4359,959,31,2,2,positive,dataset2
4360,959,31,24,2,positive,dataset2
4361,959,39,6,2,positive,dataset2
4362,959,39,23,1,positive,dataset2
4363,959,39,26,1,positive,dataset2
4364,959,40,2,1,positive,dataset2
4365,959,40,2,2,positive,dataset2
4366,959,41,17,1,positive,dataset2
4367,959,42,23,1,positive,dataset2
4368,959,48,6,2,positive,dataset2
4369,959,52,5,1,positive,dataset2
4370,959,52,6,1,positive,dataset2
4371,959,52,41,1,positive,dataset2
4372,959,60,2,2,positive,dataset2
4373,959,60,17,1,positive,dataset2
4374,959,60,17,2,positive,dataset2
4375,959,60,22,1,positive,dataset2
4376,959,60,22,2,positive,dataset2
4377,959,73,2,1,positive,dataset2
4378,959,75,10,2,positive,dataset2
4379,959,75,28,2,positive,dataset2
4380,959,100,17,1,positive,dataset2
4381,959,127,19,2,positive,dataset2
4382,960,26,18,1,positive,dataset2
4383,960,60,17,1,positive,dataset2
4384,960,83,18,1,positive,dataset2
4385,961,3,39,1,positive,dataset2
4386,961,21,22,1,positive,dataset2
4387,961,21,22,2,positive,dataset2
4388,961,21,31,1,positive,dataset2
4389,961,21,49,1,positive,dataset2
4390,961,25,2,2,positive,dataset2
4391,961,35,2,1,positive,dataset2
4392,961,35,39,1,positive,dataset2
4393,961,39,2,2,positive,dataset2
4394,961,40,2,1,positive,dataset2
4395,961,41,15,2,positive,dataset2
4396,961,42,23,2,positive,dataset2
4397,961,42,49,1,positive,dataset2
4398,961,47,38,2,positive,dataset2
4399,961,52,2,2,positive,dataset2
4400,961,58,6,1,positive,dataset2
4401,961,60,2,2,positive,dataset2
4402,961,60,22,2,positive,dataset2
4403,961,72,25,1,positive,dataset2
4404,961,102,2,2,positive,dataset2
4405,962,21,26,1,positive,dataset2
4406,962,75,28,2,positive,dataset2
4407,963,3,2,1,positive,dataset2
4408,963,12,19,2,positive,dataset2
4409,963,21,17,1,positive,dataset2
4410,963,31,2,2,positive,dataset2
4411,963,31,24,1,positive,dataset2
4412,963,47,38,1,positive,dataset2
4413,963,52,21,2,positive,dataset2
4414,963,58,6,1,positive,dataset2
4415,963,60,17,2,positive,dataset2
4416,963,73,2,1,positive,dataset2
4417,963,89,2,1,positive,dataset2
4418,964,21,17,1,positive,dataset2
4419,964,21,22,2,positive,dataset2
4420,964,31,2,2,positive,dataset2
4421,964,39,6,2,positive,dataset2
4422,964,58,6,2,positive,dataset2
4423,964,71,12,1,positive,dataset2
4424,964,95,17,1,positive,dataset2
4425,965,60,17,2,positive,dataset2
4426,965,83,18,1,positive,dataset2
4427,965,83,18,2,positive,dataset2
4428,965,98,18,1,positive,dataset2
4429,965,98,18,2,positive,dataset2
4430,966,21,15,2,positive,dataset2
4431,966,21,26,1,positive,dataset2
4432,967,3,2,2,positive,dataset2
4433,967,21,17,2,positive,dataset2
4434,967,21,22,1,positive,dataset2
4435,967,21,22,2,positive,dataset2
4436,967,21,26,2,positive,dataset2
4437,967,21,42,2,positive,dataset2
4438,967,31,2,2,positive,dataset2
4439,967,31,24,1,positive,dataset2
4440,967,41,17,1,positive,dataset2
4441,967,42,23,1,positive,dataset2
4442,967,42,23,2,positive,dataset2
4443,967,60,2,2,positive,dataset2
4444,967,60,17,2,positive,dataset2
4445,967,60,22,1,positive,dataset2
4446,967,73,2,1,positive,dataset2
4447,967,83,18,1,positive,dataset2
4448,967,83,18,2,positive,dataset2
4449,967,98,18,1,positive,dataset2
4450,967,98,18,2,positive,dataset2
4451,968,75,10,2,positive,dataset2
4452,969,95,17,2,positive,dataset2
4453,970,58,6,2,positive,dataset2
4454,971,3,2,1,positive,dataset2
4455,971,21,6,1,positive,dataset2
4456,971,21,12,2,positive,dataset2
4457,971,27,18,2,positive,dataset2
4458,971,41,17,2,positive,dataset2
4459,971,42,23,2,positive,dataset2
4460,971,58,6,1,positive,dataset2
4461,971,89,2,1,positive,dataset2
4462,971,93,24,2,positive,dataset2
4463,971,101,6,2,positive,dataset2
4464,972,58,6,2,positive,dataset2
4465,973,95,17,1,positive,dataset2
4466,974,3,12,1,positive,dataset2
4467,974,42,23,2,positive,dataset2
4468,975,3,12,1,positive,dataset2
4469,975,21,35,1,positive,dataset2
4470,975,60,17,2,positive,dataset2
4471,976,3,2,1,positive,dataset2
4472,976,58,6,1,positive,dataset2
4473,976,89,2,1,positive,dataset2
4474,977,3,2,2,positive,dataset2
4475,977,42,29,1,positive,dataset2
4476,977,60,22,2,positive,dataset2
4477,978,21,15,2,positive,dataset2
4478,978,58,6,2,positive,dataset2
4479,978,60,2,2,positive,dataset2
4480,978,60,17,1,positive,dataset2
4481,978,75,28,1,positive,dataset2
4482,979,3,0,1,positive,dataset2
4483,979,3,2,1,positive,dataset2
4484,979,3,2,2,positive,dataset2
4485,979,3,6,2,positive,dataset2
4486,979,3,12,2,positive,dataset2
4487,979,3,13,1,positive,dataset2
4488,979,3,17,1,positive,dataset2
4489,979,3,21,2,positive,dataset2
4490,979,3,45,1,positive,dataset2
4491,979,12,19,2,positive,dataset2
4492,979,21,5,1,positive,dataset2
4493,979,21,5,2,positive,dataset2
4494,979,21,17,1,positive,dataset2
4495,979,21,17,2,positive,dataset2
4496,979,21,22,2,positive,dataset2
4497,979,21,26,2,positive,dataset2
4498,979,21,35,1,positive,dataset2
4499,979,21,39,1,positive,dataset2
4500,979,21,49,1,positive,dataset2
4501,979,21,51,1,positive,dataset2
4502,979,26,18,2,positive,dataset2
4503,979,31,2,2,positive,dataset2
4504,979,35,2,1,positive,dataset2
4505,979,39,6,2,positive,dataset2
4506,979,39,23,1,positive,dataset2
4507,979,39,23,2,positive,dataset2
4508,979,40,2,2,positive,dataset2
4509,979,41,15,1,positive,dataset2
4510,979,41,15,2,positive,dataset2
4511,979,41,17,1,positive,dataset2
4512,979,41,17,2,positive,dataset2
4513,979,42,23,1,positive,dataset2
4514,979,42,23,2,positive,dataset2
4515,979,42,29,1,positive,dataset2
4516,979,42,49,1,positive,dataset2
4517,979,52,41,2,positive,dataset2
4518,979,58,6,1,positive,dataset2
4519,979,58,6,2,positive,dataset2
4520,979,60,2,1,positive,dataset2
4521,979,60,15,1,positive,dataset2
4522,979,60,22,2,positive,dataset2
4523,979,60,24,1,positive,dataset2
4524,979,60,26,1,positive,dataset2
4525,979,72,25,2,positive,dataset2
4526,979,73,2,1,positive,dataset2
4527,979,73,2,2,positive,dataset2
4528,979,75,10,1,positive,dataset2
4529,979,75,28,1,positive,dataset2
4530,979,84,0,1,positive,dataset2
4531,979,84,6,1,positive,dataset2
4532,979,89,2,1,positive,dataset2
4533,979,99,24,1,positive,dataset2
4534,979,117,37,1,positive,dataset2
4535,979,128,37,1,positive,dataset2
4536,979,129,2,1,positive,dataset2
4537,980,21,22,2,positive,dataset2
4538,980,26,18,1,positive,dataset2
4539,980,40,2,1,positive,dataset2
4540,980,60,17,1,positive,dataset2
4541,980,73,2,1,positive,dataset2
4542,980,83,18,1,positive,dataset2
4543,981,3,2,1,positive,dataset2
4544,981,3,12,1,positive,dataset2
4545,981,39,6,2,positive,dataset2
4546,981,89,2,1,positive,dataset2
4547,982,3,2,2,positive,dataset2
4548,982,3,6,2,positive,dataset2
4549,982,3,12,1,positive,dataset2
4550,982,12,19,2,positive,dataset2
4551,982,18,12,1,positive,dataset2
4552,982,21,2,2,positive,dataset2
4553,982,21,17,2,positive,dataset2
4554,982,21,22,1,positive,dataset2
4555,982,21,26,1,positive,dataset2
4556,982,21,26,2,positive,dataset2
4557,982,21,35,1,positive,dataset2
4558,982,21,42,2,positive,dataset2
4559,982,26,18,2,positive,dataset2
4560,982,29,0,1,positive,dataset2
4561,982,31,24,1,positive,dataset2
4562,982,35,6,2,positive,dataset2
4563,982,39,5,1,positive,dataset2
4564,982,39,6,2,positive,dataset2
4565,982,42,23,1,positive,dataset2
4566,982,47,38,1,positive,dataset2
4567,982,53,12,1,positive,dataset2
4568,982,58,6,1,positive,dataset2
4569,982,58,6,2,positive,dataset2
4570,982,60,6,2,positive,dataset2
4571,982,60,17,2,positive,dataset2
4572,982,60,22,1,positive,dataset2
4573,982,60,24,2,positive,dataset2
4574,982,60,32,1,positive,dataset2
4575,982,63,12,1,positive,dataset2
4576,982,73,2,2,positive,dataset2
4577,982,83,18,2,positive,dataset2
4578,982,84,5,2,positive,dataset2
4579,982,84,6,2,positive,dataset2
4580,982,90,6,2,positive,dataset2
4581,982,98,18,2,positive,dataset2
4582,983,3,2,1,positive,dataset2
4583,983,42,23,1,positive,dataset2
4584,983,89,2,1,positive,dataset2
4585,984,3,2,2,positive,dataset2
4586,984,3,21,2,positive,dataset2
4587,984,21,17,1,positive,dataset2
4588,984,21,22,1,positive,dataset2
4589,984,21,26,2,positive,dataset2
4590,984,21,31,1,positive,dataset2
4591,984,21,58,2,positive,dataset2
4592,984,26,18,1,positive,dataset2
4593,984,39,5,1,positive,dataset2
4594,984,39,6,2,positive,dataset2
4595,984,39,23,1,positive,dataset2
4596,984,41,17,1,positive,dataset2
4597,984,42,23,1,positive,dataset2
4598,984,42,23,2,positive,dataset2
4599,984,42,29,1,positive,dataset2
4600,984,47,38,1,positive,dataset2
4601,984,58,5,1,positive,dataset2
4602,984,58,6,1,positive,dataset2
4603,984,58,6,2,positive,dataset2
4604,984,60,2,1,positive,dataset2
4605,984,60,24,2,positive,dataset2
4606,984,73,2,1,positive,dataset2
4607,984,73,2,2,positive,dataset2
4608,984,83,18,2,positive,dataset2
4609,984,84,26,2,positive,dataset2
4610,984,97,0,1,positive,dataset2
4611,984,98,18,2,positive,dataset2
4612,984,130,17,2,positive,dataset2
4613,985,3,26,2,positive,dataset2
4614,986,3,6,2,positive,dataset2
4615,986,34,17,2,positive,dataset2
4616,986,35,6,2,positive,dataset2
4617,986,41,17,2,positive,dataset2
4618,986,60,6,2,positive,dataset2
4619,986,84,6,2,positive,dataset2
4620,986,90,6,2,positive,dataset2
4621,987,3,21,2,positive,dataset2
4622,987,12,19,1,positive,dataset2
4623,987,21,21,2,positive,dataset2
4624,987,54,2,2,positive,dataset2
4625,987,58,6,1,positive,dataset2
4626,987,60,17,2,positive,dataset2
4627,988,3,2,1,positive,dataset2
4628,988,3,2,2,positive,dataset2
4629,988,3,6,2,positive,dataset2
4630,988,3,12,1,positive,dataset2
4631,988,3,15,2,positive,dataset2
4632,988,3,26,2,positive,dataset2
4633,988,12,19,2,positive,dataset2
4634,988,18,12,1,positive,dataset2
4635,988,21,8,2,positive,dataset2
4636,988,21,15,2,positive,dataset2
4637,988,21,17,1,positive,dataset2
4638,988,21,22,1,positive,dataset2
4639,988,21,22,2,positive,dataset2
4640,988,21,31,1,positive,dataset2
4641,988,21,49,2,positive,dataset2
4642,988,21,59,2,positive,dataset2
4643,988,29,48,1,positive,dataset2
4644,988,31,2,2,positive,dataset2
4645,988,35,6,2,positive,dataset2
4646,988,39,6,2,positive,dataset2
4647,988,39,26,2,positive,dataset2
4648,988,42,49,2,positive,dataset2
4649,988,42,59,2,positive,dataset2
4650,988,47,38,1,positive,dataset2
4651,988,49,2,2,positive,dataset2
4652,988,53,12,1,positive,dataset2
4653,988,58,6,1,positive,dataset2
4654,988,58,6,2,positive,dataset2
4655,988,60,2,1,positive,dataset2
4656,988,60,2,2,positive,dataset2
4657,988,60,6,2,positive,dataset2
4658,988,60,12,2,positive,dataset2
4659,988,60,15,2,positive,dataset2
4660,988,60,17,2,positive,dataset2
4661,988,60,24,1,positive,dataset2
4662,988,60,24,2,positive,dataset2
4663,988,73,2,2,positive,dataset2
4664,988,75,10,1,positive,dataset2
4665,988,75,10,2,positive,dataset2
4666,988,83,18,2,positive,dataset2
4667,988,84,5,2,positive,dataset2
4668,988,84,6,2,positive,dataset2
4669,988,84,26,2,positive,dataset2
4670,988,87,59,2,positive,dataset2
4671,988,89,2,1,positive,dataset2
4672,988,90,6,2,positive,dataset2
4673,988,98,18,2,positive,dataset2
4674,989,21,22,2,positive,dataset2
4675,990,3,12,1,positive,dataset2
4676,990,26,18,2,positive,dataset2
4677,990,39,6,2,positive,dataset2
4678,990,39,23,1,positive,dataset2
4679,990,42,23,1,positive,dataset2
4680,990,60,17,2,positive,dataset2
4681,990,60,22,2,positive,dataset2
4682,990,60,24,2,positive,dataset2
4683,990,72,25,2,positive,dataset2
4684,990,74,24,1,positive,dataset2
4685,991,3,2,1,positive,dataset2
4686,991,3,2,2,positive,dataset2
4687,991,3,26,1,positive,dataset2
4688,991,12,19,2,positive,dataset2
4689,991,21,5,1,positive,dataset2
4690,991,21,17,2,positive,dataset2
4691,991,21,22,1,positive,dataset2
4692,991,21,22,2,positive,dataset2
4693,991,21,26,1,positive,dataset2
4694,991,21,26,2,positive,dataset2
4695,991,21,37,2,positive,dataset2
4696,991,29,48,1,positive,dataset2
4697,991,30,45,1,positive,dataset2
4698,991,31,2,1,positive,dataset2
4699,991,31,28,1,positive,dataset2
4700,991,34,17,2,positive,dataset2
4701,991,35,2,1,positive,dataset2
4702,991,35,13,1,positive,dataset2
4703,991,39,6,1,positive,dataset2
4704,991,39,6,2,positive,dataset2
4705,991,39,23,1,positive,dataset2
4706,991,39,26,1,positive,dataset2
4707,991,39,47,2,positive,dataset2
4708,991,40,2,1,positive,dataset2
4709,991,41,17,1,positive,dataset2
4710,991,41,17,2,positive,dataset2
4711,991,42,23,1,positive,dataset2
4712,991,42,29,1,positive,dataset2
4713,991,48,6,1,positive,dataset2
4714,991,58,6,1,positive,dataset2
4715,991,58,6,2,positive,dataset2
4716,991,60,2,1,positive,dataset2
4717,991,60,2,2,positive,dataset2
4718,991,60,17,2,positive,dataset2
4719,991,60,22,1,positive,dataset2
4720,991,60,24,1,positive,dataset2
4721,991,60,24,2,positive,dataset2
4722,991,68,46,1,positive,dataset2
4723,991,71,5,1,positive,dataset2
4724,991,71,12,2,positive,dataset2
4725,991,73,2,2,positive,dataset2
4726,991,74,24,1,positive,dataset2
4727,991,75,10,1,positive,dataset2
4728,991,75,28,1,positive,dataset2
4729,991,75,28,2,positive,dataset2
4730,991,83,18,2,positive,dataset2
4731,991,99,24,1,positive,dataset2
4732,991,104,5,1,positive,dataset2
4733,991,130,17,1,positive,dataset2
4734,991,131,17,1,positive,dataset2
4735,992,26,18,2,positive,dataset2
4736,993,21,30,2,positive,dataset2
4737,993,42,23,1,positive,dataset2
4738,993,95,17,1,positive,dataset2
4739,994,3,6,1,positive,dataset2
4740,994,21,26,1,positive,dataset2
4741,994,21,26,2,positive,dataset2
4742,994,35,6,1,positive,dataset2
4743,994,39,23,2,positive,dataset2
4744,994,42,23,2,positive,dataset2
4745,994,58,6,1,positive,dataset2
4746,994,58,6,2,positive,dataset2
4747,994,60,6,1,positive,dataset2
4748,994,60,22,2,positive,dataset2
4749,994,60,26,2,positive,dataset2
4750,994,84,6,1,positive,dataset2
4751,994,90,6,1,positive,dataset2
4752,994,95,17,1,positive,dataset2
4753,995,3,2,1,positive,dataset2
4754,995,21,17,1,positive,dataset2
4755,995,39,23,1,positive,dataset2
4756,995,41,17,1,positive,dataset2
4757,995,42,23,1,positive,dataset2
4758,995,42,29,2,positive,dataset2
4759,995,58,6,1,positive,dataset2
4760,995,60,22,1,positive,dataset2
4761,995,72,25,1,positive,dataset2
4762,995,73,2,1,positive,dataset2
4763,995,73,2,2,positive,dataset2
4764,995,89,2,1,positive,dataset2
4765,995,108,17,1,positive,dataset2
4766,996,3,2,1,positive,dataset2
4767,996,3,2,2,positive,dataset2
4768,996,3,6,1,positive,dataset2
4769,996,3,12,1,positive,dataset2
4770,996,3,13,2,positive,dataset2
4771,996,3,22,1,positive,dataset2
4772,996,3,22,2,positive,dataset2
4773,996,3,26,2,positive,dataset2
4774,996,6,13,2,positive,dataset2
4775,996,12,19,2,positive,dataset2
4776,996,18,12,1,positive,dataset2
4777,996,19,28,2,positive,dataset2
4778,996,21,2,2,positive,dataset2
4779,996,21,12,1,positive,dataset2
4780,996,21,15,1,positive,dataset2
4781,996,21,17,1,positive,dataset2
4782,996,21,22,1,positive,dataset2
4783,996,21,22,2,positive,dataset2
4784,996,21,26,2,positive,dataset2
4785,996,21,31,1,positive,dataset2
4786,996,21,47,2,positive,dataset2
4787,996,21,51,1,positive,dataset2
4788,996,29,0,2,positive,dataset2
4789,996,29,13,2,positive,dataset2
4790,996,30,19,2,positive,dataset2
4791,996,31,2,2,positive,dataset2
4792,996,31,24,1,positive,dataset2
4793,996,35,6,1,positive,dataset2
4794,996,39,5,1,positive,dataset2
4795,996,39,6,2,positive,dataset2
4796,996,41,17,1,positive,dataset2
4797,996,42,23,2,positive,dataset2
4798,996,53,12,1,positive,dataset2
4799,996,54,2,2,positive,dataset2
4800,996,58,6,1,positive,dataset2
4801,996,58,6,2,positive,dataset2
4802,996,60,2,2,positive,dataset2
4803,996,60,6,1,positive,dataset2
4804,996,60,15,1,positive,dataset2
4805,996,60,22,1,positive,dataset2
4806,996,68,2,1,positive,dataset2
4807,996,71,12,1,positive,dataset2
4808,996,73,2,2,positive,dataset2
4809,996,74,24,1,positive,dataset2
4810,996,75,10,1,positive,dataset2
4811,996,75,28,2,positive,dataset2
4812,996,81,22,2,positive,dataset2
4813,996,84,5,1,positive,dataset2
4814,996,84,6,1,positive,dataset2
4815,996,84,12,1,positive,dataset2
4816,996,84,26,2,positive,dataset2
4817,996,89,2,1,positive,dataset2
4818,996,90,6,1,positive,dataset2
4819,996,107,2,1,positive,dataset2
4820,996,122,2,1,positive,dataset2
4821,997,26,18,2,positive,dataset2
4822,998,3,2,2,positive,dataset2
4823,999,3,0,2,positive,dataset2
4824,999,3,2,1,positive,dataset2
4825,999,3,2,2,positive,dataset2
4826,999,3,6,1,positive,dataset2
4827,999,3,12,1,positive,dataset2
4828,999,3,26,2,positive,dataset2
4829,999,6,0,2,positive,dataset2
4830,999,20,26,2,positive,dataset2
4831,999,21,2,1,positive,dataset2
4832,999,21,17,1,positive,dataset2
4833,999,21,17,2,positive,dataset2
4834,999,21,26,1,positive,dataset2
4835,999,21,26,2,positive,dataset2
4836,999,21,35,1,positive,dataset2
4837,999,21,47,2,positive,dataset2
4838,999,31,24,2,positive,dataset2
4839,999,31,26,2,positive,dataset2
4840,999,35,6,1,positive,dataset2
4841,999,39,26,1,positive,dataset2
4842,999,42,22,1,positive,dataset2
4843,999,42,23,1,positive,dataset2
4844,999,42,29,2,positive,dataset2
4845,999,54,2,2,positive,dataset2
4846,999,58,6,1,positive,dataset2
4847,999,60,2,1,positive,dataset2
4848,999,60,6,1,positive,dataset2
4849,999,60,15,1,positive,dataset2
4850,999,60,17,2,positive,dataset2
4851,999,60,24,2,positive,dataset2
4852,999,60,26,2,positive,dataset2
4853,999,68,2,1,positive,dataset2
4854,999,71,12,1,positive,dataset2
4855,999,73,2,1,positive,dataset2
4856,999,73,2,2,positive,dataset2
4857,999,74,24,1,positive,dataset2
4858,999,75,10,2,positive,dataset2
4859,999,75,28,2,positive,dataset2
4860,999,77,10,2,positive,dataset2
4861,999,81,22,2,positive,dataset2
4862,999,84,6,1,positive,dataset2
4863,999,84,26,2,positive,dataset2
4864,999,90,6,1,positive,dataset2
4865,999,107,2,1,positive,dataset2
4866,999,122,2,1,positive,dataset2
4867,1000,21,26,2,positive,dataset2
4868,1000,39,26,2,positive,dataset2
4869,1001,21,22,1,positive,dataset2
4870,1001,68,2,1,positive,dataset2
4871,1001,72,25,2,positive,dataset2
4872,1001,73,2,1,positive,dataset2
4873,1001,122,2,1,positive,dataset2
4874,1002,3,2,1,positive,dataset2
4875,1002,3,2,2,positive,dataset2
4876,1002,21,17,1,positive,dataset2
4877,1002,21,22,2,positive,dataset2
4878,1002,22,17,1,positive,dataset2
4879,1002,24,2,2,positive,dataset2
4880,1002,39,23,1,positive,dataset2
4881,1002,40,2,1,positive,dataset2
4882,1002,41,17,1,positive,dataset2
4883,1002,42,23,1,positive,dataset2
4884,1002,60,15,1,positive,dataset2
4885,1002,60,22,1,positive,dataset2
4886,1002,60,22,2,positive,dataset2
4887,1002,60,23,1,positive,dataset2
4888,1002,73,2,2,positive,dataset2
4889,1002,89,2,1,positive,dataset2
4890,1003,21,26,2,positive,dataset2
4891,1004,3,2,1,positive,dataset2
4892,1004,3,2,2,positive,dataset2
4893,1004,3,6,1,positive,dataset2
4894,1004,3,12,1,positive,dataset2
4895,1004,18,12,1,positive,dataset2
4896,1004,21,12,1,positive,dataset2
4897,1004,21,15,2,positive,dataset2
4898,1004,21,17,2,positive,dataset2
4899,1004,21,22,1,positive,dataset2
4900,1004,21,35,1,positive,dataset2
4901,1004,35,6,1,positive,dataset2
4902,1004,39,23,1,positive,dataset2
4903,1004,41,17,2,positive,dataset2
4904,1004,42,23,1,positive,dataset2
4905,1004,53,12,1,positive,dataset2
4906,1004,58,6,1,positive,dataset2
4907,1004,60,6,1,positive,dataset2
4908,1004,60,17,2,positive,dataset2
4909,1004,73,2,1,positive,dataset2
4910,1004,84,6,1,positive,dataset2
4911,1004,84,12,1,positive,dataset2
4912,1004,89,2,1,positive,dataset2
4913,1004,90,6,1,positive,dataset2
4914,1005,3,2,1,positive,dataset2
4915,1005,89,2,1,positive,dataset2
4916,1006,3,2,2,positive,dataset2
4917,1006,21,0,1,positive,dataset2
4918,1006,21,2,1,positive,dataset2
4919,1006,21,12,1,positive,dataset2
4920,1006,21,15,2,positive,dataset2
4921,1006,21,17,1,positive,dataset2
4922,1006,21,22,1,positive,dataset2
4923,1006,21,22,2,positive,dataset2
4924,1006,21,31,2,positive,dataset2
4925,1006,21,35,1,positive,dataset2
4926,1006,21,49,1,positive,dataset2
4927,1006,25,2,1,positive,dataset2
4928,1006,26,18,1,positive,dataset2
4929,1006,26,18,2,positive,dataset2
4930,1006,39,2,1,positive,dataset2
4931,1006,39,6,1,positive,dataset2
4932,1006,40,2,1,positive,dataset2
4933,1006,42,49,1,positive,dataset2
4934,1006,52,2,1,positive,dataset2
4935,1006,56,2,2,positive,dataset2
4936,1006,58,6,1,positive,dataset2
4937,1006,60,2,1,positive,dataset2
4938,1006,60,2,2,positive,dataset2
4939,1006,60,17,1,positive,dataset2
4940,1006,60,17,2,positive,dataset2
4941,1006,60,22,1,positive,dataset2
4942,1006,60,22,2,positive,dataset2
4943,1006,60,24,1,positive,dataset2
4944,1006,70,2,1,positive,dataset2
4945,1006,73,2,1,positive,dataset2
4946,1006,75,28,1,positive,dataset2
4947,1006,75,28,2,positive,dataset2
4948,1006,82,2,1,positive,dataset2
4949,1006,83,18,1,positive,dataset2
4950,1006,83,18,2,positive,dataset2
4951,1006,98,18,1,positive,dataset2
4952,1006,102,2,1,positive,dataset2
4953,1006,119,17,1,positive,dataset2
4954,1006,132,60,1,positive,dataset2
4955,1007,21,22,1,positive,dataset2
4956,1007,25,2,1,positive,dataset2
4957,1007,39,2,1,positive,dataset2
4958,1007,39,23,1,positive,dataset2
4959,1007,40,2,1,positive,dataset2
4960,1007,42,23,1,positive,dataset2
4961,1007,52,2,1,positive,dataset2
4962,1007,60,2,1,positive,dataset2
4963,1007,72,25,1,positive,dataset2
4964,1007,73,2,2,positive,dataset2
4965,1007,102,2,1,positive,dataset2
4966,1008,21,26,1,positive,dataset2
4967,1009,21,22,1,positive,dataset2
4968,1009,39,6,2,positive,dataset2
4969,1010,3,2,1,positive,dataset2
4970,1010,3,12,2,positive,dataset2
4971,1010,21,2,2,positive,dataset2
4972,1010,21,15,2,positive,dataset2
4973,1010,21,17,1,positive,dataset2
4974,1010,21,22,1,positive,dataset2
4975,1010,21,23,2,positive,dataset2
4976,1010,21,35,1,positive,dataset2
4977,1010,21,51,1,positive,dataset2
4978,1010,26,18,1,positive,dataset2
4979,1010,26,18,2,positive,dataset2
4980,1010,39,6,2,positive,dataset2
4981,1010,39,12,1,positive,dataset2
4982,1010,39,32,2,positive,dataset2
4983,1010,42,29,2,positive,dataset2
4984,1010,60,17,2,positive,dataset2
4985,1010,60,22,1,positive,dataset2
4986,1010,60,22,2,positive,dataset2
4987,1010,60,24,2,positive,dataset2
4988,1010,73,2,1,positive,dataset2
4989,1010,73,2,2,positive,dataset2
4990,1010,83,18,1,positive,dataset2
4991,1010,83,18,2,positive,dataset2
4992,1010,133,2,2,positive,dataset2
4993,1011,3,21,1,positive,dataset2
4994,1011,21,17,1,positive,dataset2
4995,1011,21,17,2,positive,dataset2
4996,1011,26,18,1,positive,dataset2
4997,1011,35,2,1,positive,dataset2
4998,1011,35,34,2,positive,dataset2
4999,1011,57,17,1,positive,dataset2
5000,1011,58,6,1,positive,dataset2
5001,1011,58,6,2,positive,dataset2
5002,1011,61,17,1,positive,dataset2
5003,1011,83,18,1,positive,dataset2
5004,1011,95,17,1,positive,dataset2
5005,1012,39,6,2,positive,dataset2
5006,1012,61,2,2,positive,dataset2
5007,1012,73,2,2,positive,dataset2
5008,1013,3,2,2,positive,dataset2
5009,1013,3,12,2,positive,dataset2
5010,1013,3,26,2,positive,dataset2
5011,1013,21,2,1,positive,dataset2
5012,1013,21,17,2,positive,dataset2
5013,1013,21,22,1,positive,dataset2
5014,1013,21,22,2,positive,dataset2
5015,1013,21,26,2,positive,dataset2
5016,1013,21,35,1,positive,dataset2
5017,1013,21,51,2,positive,dataset2
5018,1013,39,6,1,positive,dataset2
5019,1013,39,6,2,positive,dataset2
5020,1013,39,26,1,positive,dataset2
5021,1013,39,26,2,positive,dataset2
5022,1013,42,22,1,positive,dataset2
5023,1013,58,6,1,positive,dataset2
5024,1013,58,6,2,positive,dataset2
5025,1013,58,26,2,positive,dataset2
5026,1013,60,17,2,positive,dataset2
5027,1013,73,2,2,positive,dataset2
5028,1013,83,18,1,positive,dataset2
5029,1013,98,18,1,positive,dataset2
5030,1014,3,12,1,positive,dataset2
5031,1014,18,12,1,positive,dataset2
5032,1014,21,12,1,positive,dataset2
5033,1014,21,15,1,positive,dataset2
5034,1014,21,15,2,positive,dataset2
5035,1014,21,17,1,positive,dataset2
5036,1014,21,22,2,positive,dataset2
5037,1014,53,12,1,positive,dataset2
5038,1014,58,6,1,positive,dataset2
5039,1014,84,12,1,positive,dataset2
5040,1015,3,2,1,positive,dataset2
5041,1015,21,5,2,positive,dataset2
5042,1015,21,17,2,positive,dataset2
5043,1015,21,22,1,positive,dataset2
5044,1015,21,22,2,positive,dataset2
5045,1015,21,28,2,positive,dataset2
5046,1015,21,35,1,positive,dataset2
5047,1015,21,49,2,positive,dataset2
5048,1015,29,48,1,positive,dataset2
5049,1015,39,6,2,positive,dataset2
5050,1015,42,49,2,positive,dataset2
5051,1015,52,6,2,positive,dataset2
5052,1015,60,17,2,positive,dataset2
5053,1015,60,22,2,positive,dataset2
5054,1015,60,24,2,positive,dataset2
5055,1015,71,12,1,positive,dataset2
5056,1015,73,2,2,positive,dataset2
5057,1015,75,10,2,positive,dataset2
5058,1015,89,2,1,positive,dataset2
5059,1015,107,2,2,positive,dataset2
5060,1015,117,13,2,positive,dataset2
5061,1016,95,17,2,positive,dataset2
5062,1017,3,2,1,positive,dataset2
5063,1017,3,21,2,positive,dataset2
5064,1017,3,61,1,positive,dataset2
5065,1017,12,61,2,positive,dataset2
5066,1017,21,26,2,positive,dataset2
